catch_ID,session_ID,month,day,year,island_code,subisland_code,site_code,lat,long,capture_time,release_time,species,band_no,recapture,band_replaced,diet,BP,uncorr_mass,mass_tare,mass_corr,culmen,skull_length,tarsus,wing,tail,sex,measurers,flagged,notes
20180513_SBI_ESP_30,20180513_SBI_ESP,5,13,2018,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 0:30,5/14/2018 0:40,ASSP,2461-05732,N,N,N,3,38,0,38,14,38,23.3,140,ND,ND,"JAH, JOV",N,NA
20180513_SBI_ESP_31,20180513_SBI_ESP,5,13,2018,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 0:44,5/14/2018 0:48,ASSP,2461-05733,N,N,N,0,35,0,35,14.2,38.1,23.1,140,ND,ND,"JAH, JOV",N,NA
20180513_SBI_ESP_35,20180513_SBI_ESP,5,13,2018,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 1:10,5/14/2018 1:15,ASSP,2461-05724,N,N,N,0,37,0,37,14.1,37.2,23.9,140,ND,ND,"JAH, JOV",N,NA
20180613_SMI_PI1_06,20180613_SMI_PI1,6,13,2018,SMI,PI,PI1,34.056323,-120.332024,6/13/2018 21:44,ND,ASSP,1971-03020,N,N,N,0,57,22,35,15.65,37,22.6,140,ND,ND,"EK, JA",N,NA
20180613_SMI_PI1_07,20180613_SMI_PI1,6,13,2018,SMI,PI,PI1,34.056323,-120.332024,6/13/2018 21:55,ND,ASSP,1971-03021,N,N,N,0,57,22,35,15.15,38.65,22.8,140,ND,ND,"EK, JA",N,NA
20180613_SMI_PI1_10,20180613_SMI_PI1,6,13,2018,SMI,PI,PI1,34.056323,-120.332024,6/13/2018 23:39,ND,ASSP,1971-03024,N,N,N,2,58,22,36,15.3,38.45,23.45,140,ND,ND,"EK, JA",N,NA
20180613_SMI_PI1_11,20180613_SMI_PI1,6,13,2018,SMI,PI,PI1,34.056323,-120.332024,6/14/2018 1:09,ND,ASSP,1971-03026,N,N,N,3,53,18,35,15.8,39.1,23.7,140,ND,ND,"EK, JA",N,NA
20180710_SMI_PI1_03,20180710_SMI_PI1,7,10,2018,SMI,PI,PI1,34.056323,-120.332024,7/10/2018 21:43,7/10/2018 21:55,ASSP,1971-03029,N,N,N,0,34,0,34,14.6,38.4,23.3,140,ND,ND,"AJD, PTL",N,100g pesola tared to bag weight
20180710_SMI_PI1_04,20180710_SMI_PI1,7,10,2018,SMI,PI,PI1,34.056323,-120.332024,7/10/2018 21:45,7/10/2018 22:06,ASSP,1971-03030,N,N,N,1,40,0,40,15,38.7,22,140,ND,ND,"AJD, PTL",N,100g pesola tared to bag weight
20180710_SMI_PI1_14,20180710_SMI_PI1,7,10,2018,SMI,PI,PI1,34.056323,-120.332024,7/11/2018 0:59,7/11/2018 1:09,ASSP,1971-03037,N,N,N,0,33,0,33,14.9,38.1,23.1,140,ND,ND,"AJD, PTL",N,100g pesola tared to bag weight
20180809_SMI_PI1_05,20180809_SMI_PI1,8,9,2018,SMI,PI,PI1,34.056323,-120.332024,8/9/2018 21:09,8/9/2018 21:17,ASSP,1971-03047,N,N,N,0,32,0,32,13.9,36.5,23.3,140,ND,ND,"AJD, JAH",N,100g pesola tared to bag weight
20180809_SMI_PI1_06,20180809_SMI_PI1,8,9,2018,SMI,PI,PI1,34.056323,-120.332024,8/9/2018 21:09,8/9/2018 21:17,ASSP,1971-03048,N,N,N,0,35,0,35,14,38.3,23.5,140,ND,ND,"AJD, JAH",N,100g pesola tared to bag weight
20180809_SMI_PI1_09,20180809_SMI_PI1,8,9,2018,SMI,PI,PI1,34.056323,-120.332024,8/9/2018 21:17,8/9/2018 21:32,ASSP,1971-03050,N,N,N,2,33,0,33,14.5,38.5,22.9,140,ND,ND,"AJD, JAH",N,100g pesola tared to bag weight
20180809_SMI_PI1_10,20180809_SMI_PI1,8,9,2018,SMI,PI,PI1,34.056323,-120.332024,8/9/2018 21:20,8/9/2018 21:29,ASSP,1971-03051,N,N,N,3,33,0,33,14.2,36.4,22.9,140,ND,ND,"AJD, JAH",N,100g pesola tared to bag weight
20180809_SMI_PI1_11,20180809_SMI_PI1,8,9,2018,SMI,PI,PI1,34.056323,-120.332024,8/9/2018 21:30,8/9/2018 21:38,ASSP,1971-03052,N,N,N,0,31,0,31,14,37.9,22,140,ND,ND,"AJD, JAH",N,100g pesola tared to bag weight
20180610_SBI_AP_05,20180610_SBI_AP,6,10,2018,SBI,SBI,AP,33.487622,-119.028535,6/10/2018 22:38,6/10/2018 22:51,ASSP,2461-05745,N,N,N,0,36,0,36,14.6,38.4,24.5,140,ND,ND,"JAH, CMB",N,NA
20180610_SBI_AP_24,20180610_SBI_AP,6,10,2018,SBI,SBI,AP,33.487622,-119.028535,6/11/2018 1:05,6/11/2018 1:30,ASSP,2461-05761,N,N,N,3,33,0,33,13.8,37.4,24.2,140,ND,ND,"JAH, CMB",N,NA
20180610_SBI_AP_31,20180610_SBI_AP,6,10,2018,SBI,SBI,AP,33.487622,-119.028535,6/11/2018 1:55,6/11/2018 2:00,ASSP,2461-05768,N,N,N,1,35,0,35,13.7,36.4,22.4,140,ND,ND,"JAH, CMB",N,NA
20180610_SBI_AP_35,20180610_SBI_AP,6,10,2018,SBI,SBI,AP,33.487622,-119.028535,6/11/2018 2:25,6/11/2018 2:32,ASSP,2461-05772,N,N,N,0,31,0,31,14.8,37.5,24.5,140,ND,ND,"JAH, CMB",N,NA
20180809_SMI_PI1_28,20180809_SMI_PI1,8,9,2018,SMI,PI,PI1,34.056323,-120.332024,8/9/2018 23:05,8/9/2018 23:13,ASSP,1971-03113,N,N,N,0,33,0,33,13.9,38.1,23,140,ND,ND,"AJD, JAH",N,100g pesola tared to bag weight
20180809_SMI_PI1_36,20180809_SMI_PI1,8,9,2018,SMI,PI,PI1,34.056323,-120.332024,8/10/2018 0:11,8/10/2018 0:17,ASSP,1971-03120,N,N,N,0,38,0,38,14.5,39.7,23.3,140,ND,ND,"AJD, JAH",N,100g pesola tared to bag weight
20180611_SBI_ESP_02,20180611_SBI_ESP,6,11,2018,SBI,SBI,ESP,33.482528,-119.041599,6/11/2018 21:21,6/11/2018 21:26,ASSP,2461-05775,N,N,N,0,37,0,37,14.4,38.8,24,140,ND,ND,"JAH, CMB",N,NA
20180611_SBI_ESP_18,20180611_SBI_ESP,6,11,2018,SBI,SBI,ESP,33.482528,-119.041599,6/11/2018 23:00,6/11/2018 23:10,ASSP,2461-05790,N,N,N,0,36,0,36,14.3,37.2,23.7,140,ND,ND,"JAH, CMB",N,NA
20180611_SBI_ESP_23,20180611_SBI_ESP,6,11,2018,SBI,SBI,ESP,33.482528,-119.041599,6/11/2018 23:38,6/11/2018 23:43,ASSP,2461-05795,N,N,N,0,34,0,34,14.1,38.3,23.9,140,ND,ND,"JAH, CMB",N,NA
20180611_SBI_ESP_28,20180611_SBI_ESP,6,11,2018,SBI,SBI,ESP,33.482528,-119.041599,6/12/2018 0:18,6/12/2018 0:25,ASSP,2461-03801,N,N,N,0,37,0,37,15.1,38.9,24.1,140,ND,ND,"JAH, CMB",N,NA
20180611_SBI_ESP_32,20180611_SBI_ESP,6,11,2018,SBI,SBI,ESP,33.482528,-119.041599,6/12/2018 0:42,6/12/2018 0:46,ASSP,2461-03805,N,N,N,0,37,0,37,14.2,37.9,24,140,ND,ND,"JAH, CMB",N,NA
20180611_SBI_ESP_35,20180611_SBI_ESP,6,11,2018,SBI,SBI,ESP,33.482528,-119.041599,6/12/2018 1:04,6/12/2018 1:08,ASSP,2461-03808,N,N,N,0,36,0,36,14.4,35.3,23.1,140,ND,ND,"JAH, CMB",N,NA
20180611_SBI_ESP_41,20180611_SBI_ESP,6,11,2018,SBI,SBI,ESP,33.482528,-119.041599,6/12/2018 1:34,6/12/2018 1:38,ASSP,2461-03814,N,N,N,2,37,0,37,15.7,39.7,24.1,140,ND,ND,"JAH, CMB",N,NA
20150716_SCI_SR1_04,20150716_SCI_SR1,7,16,2015,SCI,SR,SR1,34.047666,-119.547674,7/16/2015 22:29,7/16/2015 22:36,ASSP,4501-41904,N,N,N,1,37,0,37,14.2,38.1,25.9,140,ND,ND,"DMM, JAH, MGB, CAC",N,NA
20150716_SCI_SR1_11,20150716_SCI_SR1,7,16,2015,SCI,SR,SR1,34.047666,-119.547674,7/17/2015 0:16,7/17/2015 0:24,ASSP,4501-41911,N,N,N,2,38,0,38,13.6,37.6,21.3,140,ND,ND,"DMM, JAH, MGB, CAC",N,NA
20160504_SCI_SR1_04,20160504_SCI_SR1,5,4,2016,SCI,SR,SR1,34.047666,-119.547674,5/4/2016 21:52,5/4/2016 22:00,ASSP,1971-02804,N,N,N,2,36,0,36,13.5,37.1,22.8,140,ND,ND,"JAH, CAC, AJB",N,NA
20160504_SCI_SR1_17,20160504_SCI_SR1,5,4,2016,SCI,SR,SR1,34.047666,-119.547674,5/5/2016 0:18,5/5/2016 0:33,ASSP,1971-02813,N,N,N,3,34,0,34,14.5,38.4,23.6,140,ND,ND,"JAH, CAC, AJB",N,NA
20050528_SMI_PI1_02,20050528_SMI_PI1,5,28,2005,SMI,PI,PI1,34.056323,-120.332024,5/28/2005 21:17,ND,ASSP,4501-95401,N,N,N,2,65,25,40,ND,ND,ND,140,ND,ND,JA,N,CAPTURED INCIDENTALLY BEFORE NET OPENED
20160505_SCI_SR1_03,20160505_SCI_SR1,5,5,2016,SCI,SR,SR1,34.047666,-119.547674,5/5/2016 23:17,5/5/2016 23:23,ASSP,1971-02824,N,N,N,3,38,0,38,14.5,38.9,24.4,140,ND,ND,"JAH, AJB",N,NA
20160505_SCI_SR1_06,20160505_SCI_SR1,5,5,2016,SCI,SR,SR1,34.047666,-119.547674,5/6/2016 0:44,5/6/2016 0:52,ASSP,1971-02827,N,N,N,1,37,0,37,14.4,38.2,24.5,140,ND,ND,"JAH, AJB",N,NA
20160505_SCI_SR1_07,20160505_SCI_SR1,5,5,2016,SCI,SR,SR1,34.047666,-119.547674,5/6/2016 1:15,5/6/2016 1:20,ASSP,1971-02828,N,N,N,3,35,0,35,14.9,39.7,24.6,140,ND,ND,"JAH, AJB",N,NA
20160601_SCI_SR1_01,20160601_SCI_SR1,6,1,2016,SCI,SR,SR1,34.047666,-119.547674,6/1/2016 21:13,6/1/2016 21:21,ASSP,2461-03702,N,N,N,3,34,0,34,14.5,37.8,23.7,140,ND,ND,"CAC, PTL",N,NA
20050528_SMI_PI1_09,20050528_SMI_PI1,5,28,2005,SMI,PI,PI1,34.056323,-120.332024,5/28/2005 22:53,ND,ASSP,4501-95409,N,N,N,ND,48,13,35,ND,ND,ND,140,ND,ND,JA,N,NA
20050528_SMI_PI1_14,20050528_SMI_PI1,5,28,2005,SMI,PI,PI1,34.056323,-120.332024,5/28/2005 22:46,ND,ASSP,4501-95414,N,N,N,3,63,25,38,ND,ND,ND,140,ND,F,JA,N,NA
20160601_SCI_SR1_13,20160601_SCI_SR1,6,1,2016,SCI,SR,SR1,34.047666,-119.547674,6/2/2016 0:51,6/2/2016 1:01,ASSP,2461-03712,N,N,N,3,37,0,37,13.2,36.3,24.8,140,ND,ND,"CAC, PTL",N,NA
20160602_SCI_SR1_05,20160602_SCI_SR1,6,2,2016,SCI,SR,SR1,34.047666,-119.547674,6/2/2016 22:57,6/2/2016 23:03,ASSP,7901-17101,N,N,N,1,38,0,38,12.6,36.1,25.1,140,ND,ND,"CAC, DMM, PTL",N,NA
20160602_SCI_SR1_06,20160602_SCI_SR1,6,2,2016,SCI,SR,SR1,34.047666,-119.547674,6/2/2016 23:19,6/2/2016 23:26,ASSP,7901-17102,N,N,N,1,34,0,34,14.7,38.1,22.7,140,ND,ND,"CAC, DMM, PTL",N,NA
20160602_SCI_SR1_07,20160602_SCI_SR1,6,2,2016,SCI,SR,SR1,34.047666,-119.547674,6/2/2016 23:25,6/2/2016 23:33,ASSP,7901-17103,N,N,N,3,39,0,39,15.4,37.5,23.1,140,ND,ND,"CAC, DMM, PTL",N,NA
20180706_SBI_ESP_01,20180706_SBI_ESP,7,6,2018,SBI,SBI,ESP,33.482528,-119.041599,7/6/2018 21:17,7/6/2018 21:25,ASSP,2461-03815,N,N,N,0,31,0,31,14.1,37.2,22.6,140,ND,ND,"JOV, JAH",N,NA
20180706_SBI_ESP_10,20180706_SBI_ESP,7,6,2018,SBI,SBI,ESP,33.482528,-119.041599,7/6/2018 22:33,7/6/2018 22:44,ASSP,2461-03822,N,N,N,0,35,0,35,14.3,37.1,23.5,140,ND,ND,"JOV, JAH",N,NA
20180706_SBI_ESP_19,20180706_SBI_ESP,7,6,2018,SBI,SBI,ESP,33.482528,-119.041599,7/6/2018 23:23,7/6/2018 23:27,ASSP,2461-03831,N,N,N,0,33,0,33,14.4,38.3,23.7,140,ND,ND,"JOV, JAH",N,NA
20180707_SBI_ESP_09,20180707_SBI_ESP,7,7,2018,SBI,SBI,ESP,33.482528,-119.041599,7/7/2018 21:54,7/7/2018 22:00,ASSP,2461-03838,N,N,N,1,33,0,33,14,37.2,23.3,140,ND,ND,"JAH, JOV",N,NA
20180707_SBI_ESP_16,20180707_SBI_ESP,7,7,2018,SBI,SBI,ESP,33.482528,-119.041599,7/7/2018 23:49,7/7/2018 23:54,ASSP,2461-03843,N,N,N,3,36,0,36,14.2,37.5,23.2,140,ND,ND,"JAH, JOV",N,NA
20180707_SBI_ESP_27,20180707_SBI_ESP,7,7,2018,SBI,SBI,ESP,33.482528,-119.041599,7/8/2018 1:04,7/8/2018 1:10,ASSP,2461-03853,N,N,N,3,33,0,33,14.6,38.6,24.6,140,ND,ND,"JAH, JOV",N,NA
20180708_SBI_AP_01,20180708_SBI_AP,7,8,2018,SBI,SBI,AP,33.487622,-119.028535,7/8/2018 21:41,7/8/2018 21:45,ASSP,2461-03861,N,N,N,0,35,0,35,14.4,36.6,24.3,140,ND,ND,"JAH, JOV",N,NA
20180708_SBI_AP_02,20180708_SBI_AP,7,8,2018,SBI,SBI,AP,33.487622,-119.028535,7/8/2018 22:03,7/8/2018 22:07,ASSP,2461-03862,N,N,N,0,34,0,34,14.1,37.9,23.2,140,ND,ND,"JAH, JOV",N,NA
20180708_SBI_AP_07,20180708_SBI_AP,7,8,2018,SBI,SBI,AP,33.487622,-119.028535,7/8/2018 22:31,7/8/2018 22:36,ASSP,2461-03866,N,N,N,0,33,0,33,14.7,38.5,24.4,140,ND,ND,"JAH, JOV",N,NA
20180708_SBI_AP_09,20180708_SBI_AP,7,8,2018,SBI,SBI,AP,33.487622,-119.028535,7/8/2018 22:44,7/8/2018 22:47,ASSP,2461-03868,N,N,N,3,39,0,39,14.9,38,23.4,140,ND,ND,"JAH, JOV",N,NA
20180708_SBI_AP_18,20180708_SBI_AP,7,8,2018,SBI,SBI,AP,33.487622,-119.028535,7/9/2018 0:13,7/9/2018 0:22,ASSP,2461-03876,N,N,N,3,39,0,39,14.3,37.8,22.6,140,ND,ND,"JAH, JOV",N,NA
20050528_SMI_PI1_18,20050528_SMI_PI1,5,28,2005,SMI,PI,PI1,34.056323,-120.332024,5/28/2005 23:00,ND,ASSP,4501-95418,N,N,N,2,53,20,33,ND,ND,ND,140,ND,N,JA,N,NA
20050528_SMI_PI1_22,20050528_SMI_PI1,5,28,2005,SMI,PI,PI1,34.056323,-120.332024,5/28/2005 23:45,ND,ASSP,4501-95422,N,N,N,3,62,25,37,ND,ND,ND,140,ND,F,JA,N,NA
20050528_SMI_PI1_33,20050528_SMI_PI1,5,28,2005,SMI,PI,PI1,34.056323,-120.332024,5/29/2005 0:46,ND,ASSP,4501-95433,N,N,N,2,60,25,35,ND,ND,ND,140,ND,N,JA,N,NA
20050528_SMI_PI1_35,20050528_SMI_PI1,5,28,2005,SMI,PI,PI1,34.056323,-120.332024,5/29/2005 0:52,ND,ASSP,4501-95434,N,N,N,2,60,25,35,ND,ND,ND,140,ND,M,JA,N,NA
20160602_SCI_SR1_08,20160602_SCI_SR1,6,2,2016,SCI,SR,SR1,34.047666,-119.547674,6/2/2016 23:38,6/2/2016 23:53,ASSP,4501-41930,Y,N,N,2,38,0,38,14.1,37,23.3,140,ND,ND,"CAC, DMM, PTL",N,NA
20160602_SCI_SR1_17,20160602_SCI_SR1,6,2,2016,SCI,SR,SR1,34.047666,-119.547674,6/3/2016 1:09,6/3/2016 1:16,ASSP,7901-17111,N,N,N,2,34,0,34,15.4,36.9,23.3,140,ND,ND,"CAC, DMM, PTL",N,NA
20160603_SCI_SR1_01,20160603_SCI_SR1,6,3,2016,SCI,SR,SR1,34.047666,-119.547674,6/3/2016 21:23,6/3/2016 21:28,ASSP,7901-17116,N,N,N,0,32,0,32,14.6,27.7,20.6,140,ND,ND,"CAC, DMM",N,NA
20160603_SCI_SR1_07,20160603_SCI_SR1,6,3,2016,SCI,SR,SR1,34.047666,-119.547674,6/3/2016 23:48,6/3/2016 23:54,ASSP,7901-17122,N,N,N,3,38,0,38,14.2,35.2,25,140,ND,ND,"CAC, DMM",N,NA
20160603_SCI_SR1_09,20160603_SCI_SR1,6,3,2016,SCI,SR,SR1,34.047666,-119.547674,6/4/2016 0:15,6/4/2016 0:24,ASSP,7901-17124,N,N,N,3,35,0,35,13,37.6,25.5,140,ND,ND,"CAC, DMM",N,NA
20160603_SCI_SR1_14,20160603_SCI_SR1,6,3,2016,SCI,SR,SR1,34.047666,-119.547674,6/4/2016 1:36,6/4/2016 1:40,ASSP,7901-17128,N,N,N,0,33,0,33,13.5,36.1,25.7,140,ND,ND,"CAC, DMM",N,NA
20160706_SCI_SR1_08,20160706_SCI_SR1,7,6,2016,SCI,SR,SR1,34.047666,-119.547674,7/6/2016 23:05,7/6/2016 23:12,ASSP,7901-17134,N,N,N,0,34,0,34,14.5,37.6,22.8,140,ND,ND,"CAC, PTL",N,NA
20160706_SCI_SR1_14,20160706_SCI_SR1,7,6,2016,SCI,SR,SR1,34.047666,-119.547674,7/7/2016 0:30,7/7/2016 0:38,ASSP,7901-17108,Y,N,N,2,39,0,39,13.6,36.7,25.1,140,ND,ND,"CAC, PTL",N,NA
20160706_SCI_SR1_17,20160706_SCI_SR1,7,6,2016,SCI,SR,SR1,34.047666,-119.547674,7/7/2016 1:04,7/7/2016 1:12,ASSP,7901-17142,N,N,N,0,37,0,37,15.1,36.9,23.5,140,ND,ND,"CAC, PTL",N,NA
20050528_SMI_PI1_43,20050528_SMI_PI1,5,28,2005,SMI,PI,PI1,34.056323,-120.332024,5/29/2005 1:34,ND,ASSP,4501-95442,N,N,N,3,63,25,38,ND,ND,ND,140,ND,N,JA,N,NA
20050528_SMI_PI1_46,20050528_SMI_PI1,5,28,2005,SMI,PI,PI1,34.056323,-120.332024,5/29/2005 1:56,ND,ASSP,4501-95445,N,N,N,1,58,25,33,ND,ND,ND,140,ND,N,JA,N,NA
20050529_SMI_PI1_09,20050529_SMI_PI1,5,29,2005,SMI,PI,PI1,34.056323,-120.332024,5/29/2005 22:20,ND,ASSP,4501-95451,N,N,N,1,67,29,38,ND,ND,ND,140,ND,F,JA,N,PUKED IN NET
20050529_SMI_PI1_16,20050529_SMI_PI1,5,29,2005,SMI,PI,PI1,34.056323,-120.332024,5/29/2005 22:58,ND,ASSP,4501-95458,N,N,N,0,65,31,34,ND,ND,ND,140,ND,M,JA,N,NA
20050806_SMI_PI1_03,20050806_SMI_PI1,8,6,2005,SMI,PI,PI1,34.056323,-120.332024,8/6/2005 21:45,ND,ASSP,1971-01792,N,N,N,4,56,20,36,ND,ND,ND,140,ND,ND,JA,N,"NO PINS, BUT IS 4"
20050807_SMI_PI1_04,20050807_SMI_PI1,8,7,2005,SMI,PI,PI1,34.056323,-120.332024,8/7/2005 21:19,ND,ASSP,1971-01835,N,N,N,5,55,19,36,ND,ND,ND,140,ND,ND,JA,N,NA
20050807_SMI_PI1_15,20050807_SMI_PI1,8,7,2005,SMI,PI,PI1,34.056323,-120.332024,8/7/2005 22:42,ND,ASSP,4501-95468,Y,N,N,4,57,19,38,ND,ND,ND,140,ND,ND,JA,N,RECAPTURE BANDED 5/29/05 PRINCE
20180813_SBI_AP_04,20180813_SBI_AP,8,13,2018,SBI,SBI,AP,33.487622,-119.028535,8/14/2018 0:28,8/14/2018 0:38,ASSP,2461-03881,N,N,N,2,34,0,34,15.2,38.2,24.1,140,ND,ND,"JAH, JOV",N,NA
20180813_SBI_AP_07,20180813_SBI_AP,8,13,2018,SBI,SBI,AP,33.487622,-119.028535,8/14/2018 1:20,8/14/2018 1:29,ASSP,2461-03885,Y,Y,N,4,37,0,37,14.6,38.1,23.4,140,ND,ND,"JAH, JOV",N,Band was illegible. 4501-41X12.
20180814_SBI_AP_02,20180814_SBI_AP,8,14,2018,SBI,SBI,AP,33.487622,-119.028535,8/14/2018 22:59,8/14/2018 23:03,ASSP,2461-03893,N,N,N,0,37,0,37,14.3,38.5,24.4,140,ND,ND,"JAH, JOV",N,NA
20180814_SBI_AP_09,20180814_SBI_AP,8,14,2018,SBI,SBI,AP,33.487622,-119.028535,8/15/2018 1:19,8/15/2018 1:24,ASSP,2461-03897,N,N,N,4,36,0,36,14.2,37.3,24,140,ND,ND,"JAH, JOV",N,NA
20180815_SBI_ESP_02,20180815_SBI_ESP,8,15,2018,SBI,SBI,ESP,33.482528,-119.041599,8/15/2018 22:27,8/15/2018 22:32,ASSP,2461-03764,N,N,N,0,33,0,33,15,36.9,23.8,140,ND,ND,"JAH, JOV",N,NA
20180815_SBI_ESP_18,20180815_SBI_ESP,8,15,2018,SBI,SBI,ESP,33.482528,-119.041599,8/16/2018 2:02,8/16/2018 2:11,ASSP,2461-03777,N,N,N,2,33,0,33,15,37.5,23.5,140,ND,ND,"JAH, JOV",N,NA
20140821_SBI_AP_03,20140821_SBI_AP,8,21,2014,SBI,SBI,AP,33.487622,-119.028535,8/21/2014 23:35,8/21/2014 23:43,ASSP,4501-37839,N,N,N,3,40,0,40,14.7,ND,21.7,140.2,ND,ND,"EWW, SMC, CAC",N,Primary coverts shed
20160504_SCI_SR1_02,20160504_SCI_SR1,5,4,2016,SCI,SR,SR1,34.047666,-119.547674,5/4/2016 21:21,5/4/2016 21:28,ASSP,1971-02802,N,N,N,2,39,0,39,14.1,38.3,22,140.2,ND,ND,"JAH, CAC, AJB",N,NA
19940505_ANI_CC_03,19940505_ANI_CC,5,5,1994,ANI,EAI,CC,34.014197,-119.371283,5/5/1994 23:40,ND,ASSP,1401-60728,N,N,N,1.5,32,0,32,14.4,ND,22.2,140.5,ND,ND,"NJK, JA",N,NA
20160504_SCI_SR1_21,20160504_SCI_SR1,5,4,2016,SCI,SR,SR1,34.047666,-119.547674,5/5/2016 1:18,5/5/2016 1:25,ASSP,1971-02817,N,N,N,3,37,0,37,15,37.5,22.2,140.5,ND,ND,"JAH, CAC, AJB",N,NA
19940415_ANI_EAI_N_03,19940415_ANI_EAI_N,4,15,1994,ANI,EAI,EAI_N,34.016411,-119.362333,4/15/1994 23:40,ND,ASSP,1401-60698,N,N,N,4,34,0,34,14.9,ND,23,141,ND,ND,"DLW, BSK",N,NA
19940415_ANI_EAI_N_13,19940415_ANI_EAI_N,4,15,1994,ANI,EAI,EAI_N,34.016411,-119.362333,4/16/1994 1:25,ND,ASSP,1401-60708,N,N,N,0,36,0,36,15.4,ND,22.9,141,ND,ND,"DLW, BSK",N,NA
19940502_ANI_EAI_N_01,19940502_ANI_EAI_N,5,2,1994,ANI,EAI,EAI_N,34.016411,-119.362333,5/2/1994 21:45,ND,ASSP,1401-60851,N,N,N,3,39,0,39,14.2,ND,23.5,141,ND,ND,"HRC, LKOC, SBCD, JA",N,NA
19940502_ANI_EAI_N_03,19940502_ANI_EAI_N,5,2,1994,ANI,EAI,EAI_N,34.016411,-119.362333,5/3/1994 3:25,ND,ASSP,1401-60853,N,N,N,1,31,0,31,14.7,ND,23.8,141,ND,ND,"HRC, LKOC, SBCD, JA",N,NA
19940502_ANI_EAI_N_06,19940502_ANI_EAI_N,5,2,1994,ANI,EAI,EAI_N,34.016411,-119.362333,5/3/1994 3:25,ND,ASSP,1401-60856,N,N,N,0,37,0,37,14,ND,24.3,141,ND,ND,"HRC, LKOC, SBCD, JA",N,NA
19940504_ANI_EAI_N_07,19940504_ANI_EAI_N,5,4,1994,ANI,EAI,EAI_N,34.016411,-119.362333,5/5/1994 1:25,ND,ASSP,1401-60723,N,N,N,3,40,0,40,15.6,ND,24,141,ND,ND,"NJK, JA",N,NA
19940712_SBI_ESP_20,19940712_SBI_ESP,7,12,1994,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 1:25,ND,ASSP,1401-55729,N,N,N,0,ND,ND,ND,ND,ND,ND,141,ND,ND,"JF, PM",N,NA
19940712_SBI_ESP_24,19940712_SBI_ESP,7,12,1994,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 1:58,ND,ASSP,1401-55733,N,N,N,2,ND,ND,ND,ND,ND,ND,141,ND,ND,"JF, PM",N,NA
19940713_SBI_AP_05,19940713_SBI_AP,7,13,1994,SBI,SBI,AP,33.487622,-119.028535,7/14/1994 1:03,ND,ASSP,1401-55740,N,N,N,2,ND,ND,ND,ND,ND,ND,141,ND,ND,"JF, PM",N,NA
19950622_SBI_ESP_11,19950622_SBI_ESP,6,22,1995,SBI,SBI,ESP,33.482528,-119.041599,6/22/1995 23:45,ND,BLSP,111-112760,N,N,N,3,ND,ND,ND,ND,ND,ND,141,ND,ND,ND,N,NA
19950624_SBI_ESP_06,19950624_SBI_ESP,6,24,1995,SBI,SBI,ESP,33.482528,-119.041599,6/24/1995 23:33,ND,LHSP,111-112777,N,N,N,2,ND,ND,ND,ND,ND,ND,141,ND,ND,ND,N,NA
19950624_SBI_ESP_17,19950624_SBI_ESP,6,24,1995,SBI,SBI,ESP,33.482528,-119.041599,6/25/1995 1:02,ND,ASSP,1401-50742,Y,N,N,3,ND,ND,ND,ND,ND,ND,141,ND,ND,ND,N,NA
19950805_SBI_ESP_01,19950805_SBI_ESP,8,5,1995,SBI,SBI,ESP,33.482528,-119.041599,8/5/1995 23:03,ND,LHSP,111-112842,N,N,N,3,ND,ND,ND,ND,ND,ND,141,ND,ND,ND,N,NA
19960606_SBI_AP_09,19960606_SBI_AP,6,6,1996,SBI,SBI,AP,33.487622,-119.028535,6/6/1996 23:50,ND,ASSP,111-112852,N,N,N,B,ND,ND,ND,ND,ND,ND,141,ND,ND,JR,N,NA
19960607_SBI_WCliffs_26,19960607_SBI_WCliffs,6,7,1996,SBI,SBI,WCliffs,33.477633,-119.042881,6/8/1996 0:22,ND,ASSP,111-112897,N,N,N,B,ND,ND,ND,ND,ND,ND,141,ND,ND,JR,N,NA
19960618_SBI_ESP_12,19960618_SBI_ESP,6,18,1996,SBI,SBI,ESP,33.482528,-119.041599,6/19/1996 1:26,ND,ASSP,1401-57419,N,N,N,D,ND,ND,ND,ND,ND,ND,141,ND,ND,JR,N,NA
19960623_SBI_NCliffs_16,19960623_SBI_NCliffs,6,23,1996,SBI,SBI,NCliffs,33.488461,-119.030192,6/24/1996 1:03,ND,ASSP,1401-57436,N,N,N,PD,ND,ND,ND,ND,ND,ND,141,ND,ND,JR,N,NA
19960717_SBI_NCliffs_09,19960717_SBI_NCliffs,7,17,1996,SBI,SBI,NCliffs,33.488461,-119.030192,7/18/1996 0:05,ND,ASSP,1401-57446,N,N,N,PD,ND,ND,ND,ND,ND,ND,141,ND,ND,JR,N,NA
19960717_SBI_NCliffs_11,19960717_SBI_NCliffs,7,17,1996,SBI,SBI,NCliffs,33.488461,-119.030192,7/18/1996 0:27,ND,ASSP,1401-57448,N,N,N,D,ND,ND,ND,ND,ND,ND,141,ND,ND,JR,N,NA
