"catch_ID","session_ID","session_date","session_year","session_month","session_day","island_code","subisland_code","site_code","lat","long","capture_date","capture_year","capture_month","capture_day","capture_hour","capture_min","release_date","species","band_no","recapture","replaced","diet","BP","uncorr_mass","mass_tare","mass_corr","culmen","skull_length","tarsus","wing","tail","tail_fork","sex","how_sexed","age","how_aged","bander_id","measurers","flagged","notes"
"2018-08-11_SMI_PI_06","2018-08-11_SMI_PI",2018-08-11,2018,8,11,"SMI","PI","PI",34.056323,-120.332024,2018-08-11 22:27:00,2018,8,11,22,27,2018-08-11 22:33:00,"ASSP","1971-03153","N","N","N","3",36,0,36,13.9,37.4,"23.1",138,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH","N",NA
"2018-08-11_SMI_PI_07","2018-08-11_SMI_PI",2018-08-11,2018,8,11,"SMI","PI","PI",34.056323,-120.332024,2018-08-11 22:43:00,2018,8,11,22,43,2018-08-11 22:51:00,"ASSP","1971-03154","N","N","N","2",33,0,33,14.6,37.6,"23.1",141,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH","N",NA
"2018-08-11_SMI_PI_08","2018-08-11_SMI_PI",2018-08-11,2018,8,11,"SMI","PI","PI",34.056323,-120.332024,2018-08-11 23:56:00,2018,8,11,23,56,2018-08-12 00:03:00,"ASSP","1971-03155","N","N","N","2",33,0,33,14.3,37.7,"22.8",137,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH","N",NA
"2018-08-11_SMI_PI_09","2018-08-11_SMI_PI",2018-08-11,2018,8,11,"SMI","PI","PI",34.056323,-120.332024,2018-08-12 00:00:00,2018,8,12,0,0,2018-08-12 00:08:00,"ASSP","1971-03156","N","N","N","0",35,0,35,14.8,38.4,"23.5",142,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH","N",NA
"2018-08-11_SMI_PI_10","2018-08-11_SMI_PI",2018-08-11,2018,8,11,"SMI","PI","PI",34.056323,-120.332024,2018-08-12 00:44:00,2018,8,12,0,44,2018-08-12 00:49:00,"ASSP","1971-03157","N","N","N","2",34,0,34,14.3,37.8,"23.8",134,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH","N",NA
"2018-08-11_SMI_PI_11","2018-08-11_SMI_PI",2018-08-11,2018,8,11,"SMI","PI","PI",34.056323,-120.332024,2018-08-12 01:29:00,2018,8,12,1,29,2018-08-12 01:35:00,"ASSP","1971-03158","N","N","N","4",34,0,34,14.7,39.4,"22.5",142,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH","N",NA
"2018-05-14_SMI_PI_36","2018-05-14_SMI_PI",2018-05-14,2018,5,14,"SMI","PI","PI",34.056323,-120.332024,2018-05-14 21:31:00,2018,5,14,21,31,NA,"ASSP","1971-12365","Y","N","N","3",57,19,38,14.31,37.6,"23.9",141,NA,NA,NA,NA,NA,NA,NA,"EK, PTL","Y","BAND NUMBER HAS NEVER BEEN USED, RECAPTURED BAND WAS RECORDED INCORRECTLY"
"2015-09-09_SMI_PI_04","2015-09-09_SMI_PI",2015-09-09,2015,9,9,"SMI","PI","PI",34.056323,-120.332024,2015-09-09 21:10:00,2015,9,9,21,10,NA,"ASSP","1971-12373","Y","N","N","3",54,21,33,15.8,38.9,"24.2",136,NA,NA,NA,NA,NA,NA,NA,NA,"Y","BAND WAS MISREAD. 1971-12373 WAS ISSUED TO A PERMIT IN NEBRASKA AND HASN'T BEEN USED. COULD BE 1971-02373, A BIRD WE CAUGHT IN JUNE 2015."
"2018-05-12_SBI_AP_30","2018-05-12_SBI_AP",2018-05-12,2018,5,12,"SBI","SBI","AP",33.487622,-119.028535,2018-05-12 21:01:00,2018,5,12,21,1,2018-05-12 21:09:00,"BLSP","2451-41901","N","N","N","1",61,0,61,15.4,42.5,"33.3",180,NA,NA,NA,NA,NA,NA,NA,"JAH, JOV","N",NA
"2018-05-12_SBI_AP_31","2018-05-12_SBI_AP",2018-05-12,2018,5,12,"SBI","SBI","AP",33.487622,-119.028535,2018-05-13 00:37:00,2018,5,13,0,37,2018-05-13 00:45:00,"BLSP","2451-41902","N","N","N","2",64,0,64,16,43.1,"35.1",173,NA,NA,NA,NA,NA,NA,NA,"JAH, JOV","N",NA
"2018-05-12_SBI_AP_32","2018-05-12_SBI_AP",2018-05-12,2018,5,12,"SBI","SBI","AP",33.487622,-119.028535,2018-05-13 01:20:00,2018,5,13,1,20,2018-05-13 01:30:00,"BLSP","2451-41903","N","N","N","0",60,0,60,15.6,42,"31.3",179,NA,NA,NA,NA,NA,NA,NA,"JAH, JOV","N",NA
"2018-05-13_SBI_ESP_05","2018-05-13_SBI_ESP",2018-05-13,2018,5,13,"SBI","SBI","ESP",33.482528,-119.041599,2018-05-14 00:15:00,2018,5,14,0,15,2018-05-14 00:31:00,"BLSP","2451-41904","N","N","N","1",63,0,63,15.9,42,"33.9",170,NA,NA,NA,NA,NA,NA,NA,"JAH, JOV","N",NA
"2018-05-13_SBI_ESP_06","2018-05-13_SBI_ESP",2018-05-13,2018,5,13,"SBI","SBI","ESP",33.482528,-119.041599,2018-05-14 00:44:00,2018,5,14,0,44,2018-05-14 00:54:00,"BLSP","2451-41905","N","N","N","2",58,0,58,16.5,45,"34.1",176,NA,NA,NA,NA,NA,NA,NA,"JAH, JOV","N",NA
"2018-07-06_SBI_ESP_01","2018-07-06_SBI_ESP",2018-07-06,2018,7,6,"SBI","SBI","ESP",33.482528,-119.041599,2018-07-06 22:01:00,2018,7,6,22,1,2018-07-06 22:10:00,"BLSP","2451-41906","N","N","N","3",64,0,64,16.5,43.5,"33.7",173,NA,NA,NA,NA,NA,NA,NA,"JOV, JAH","N",NA
"2018-07-06_SBI_ESP_02","2018-07-06_SBI_ESP",2018-07-06,2018,7,6,"SBI","SBI","ESP",33.482528,-119.041599,2018-07-06 22:11:00,2018,7,6,22,11,2018-07-06 22:17:00,"BLSP","2451-41907","N","N","N","3",61,0,61,15.5,43.1,"33.6",177,NA,NA,NA,NA,NA,NA,NA,"JOV, JAH","N",NA
"2018-07-07_SBI_ESP_01","2018-07-07_SBI_ESP",2018-07-07,2018,7,7,"SBI","SBI","ESP",33.482528,-119.041599,2018-07-07 21:45:00,2018,7,7,21,45,2018-07-07 21:51:00,"BLSP","2451-41908","N","N","N","3",55,0,55,14.9,40.4,"32.6",174,NA,NA,NA,NA,NA,NA,NA,"JAH, JOV","N",NA
"2018-07-07_SBI_ESP_02","2018-07-07_SBI_ESP",2018-07-07,2018,7,7,"SBI","SBI","ESP",33.482528,-119.041599,2018-07-07 21:46:00,2018,7,7,21,46,2018-07-07 21:53:00,"BLSP","2451-41909","N","N","N","1",58,0,58,15.6,42.9,"32.9",171,NA,NA,NA,NA,NA,NA,NA,"JAH, JOV","N",NA
"2018-07-07_SBI_ESP_03","2018-07-07_SBI_ESP",2018-07-07,2018,7,7,"SBI","SBI","ESP",33.482528,-119.041599,2018-07-07 22:02:00,2018,7,7,22,2,2018-07-07 22:08:00,"BLSP","2451-41910","N","N","N","3",57,0,57,15,41.5,"30.4",175,NA,NA,NA,NA,NA,NA,NA,"JAH, JOV","N",NA
"2018-07-07_SBI_ESP_04","2018-07-07_SBI_ESP",2018-07-07,2018,7,7,"SBI","SBI","ESP",33.482528,-119.041599,2018-07-07 22:25:00,2018,7,7,22,25,2018-07-07 22:34:00,"BLSP","2451-41911","N","N","N","0",64,0,64,16.6,42.6,"31.7",181,NA,NA,NA,NA,NA,NA,NA,"JAH, JOV","N",NA
"2018-07-07_SBI_ESP_05","2018-07-07_SBI_ESP",2018-07-07,2018,7,7,"SBI","SBI","ESP",33.482528,-119.041599,2018-07-08 00:31:00,2018,7,8,0,31,2018-07-08 00:37:00,"BLSP","2451-41912","N","N","N","3",58,0,58,15.7,42.2,"31.3",171,NA,NA,NA,NA,NA,NA,NA,"JAH, JOV","N",NA
"2018-07-08_SBI_AP_01","2018-07-08_SBI_AP",2018-07-08,2018,7,8,"SBI","SBI","AP",33.487622,-119.028535,2018-07-08 22:21:00,2018,7,8,22,21,2018-07-08 22:30:00,"BLSP","2451-41913","N","N","N","2",60,0,60,15.6,41.5,"32",180,NA,NA,NA,NA,NA,NA,NA,"JAH, JOV","N",NA
"2018-08-13_SBI_AP_01","2018-08-13_SBI_AP",2018-08-13,2018,8,13,"SBI","SBI","AP",33.487622,-119.028535,2018-08-14 02:06:00,2018,8,14,2,6,2018-08-14 02:21:00,"BLSP","2451-41914","N","N","N","3",54,0,54,16,43.5,"31.2",173,NA,NA,NA,NA,NA,NA,NA,"JAH, JOV","N",NA
"2018-08-14_SBI_AP_01","2018-08-14_SBI_AP",2018-08-14,2018,8,14,"SBI","SBI","AP",33.487622,-119.028535,2018-08-14 23:37:00,2018,8,14,23,37,2018-08-14 23:43:00,"BLSP","2451-41915","N","N","N","4",62,0,62,15.7,41.7,"33.3",177,NA,NA,NA,NA,NA,NA,NA,"JAH, JOV","N",NA
"2018-08-14_SBI_AP_02","2018-08-14_SBI_AP",2018-08-14,2018,8,14,"SBI","SBI","AP",33.487622,-119.028535,2018-08-15 00:35:00,2018,8,15,0,35,2018-08-15 00:41:00,"BLSP","2451-41916","N","N","N","4",56,0,56,15.4,41,"32.1",170,NA,NA,NA,NA,NA,NA,NA,"JAH, JOV","N",NA
"2018-08-14_SBI_AP_03","2018-08-14_SBI_AP",2018-08-14,2018,8,14,"SBI","SBI","AP",33.487622,-119.028535,2018-08-15 01:00:00,2018,8,15,1,0,2018-08-15 01:07:00,"BLSP","2451-41917","N","N","N","3",58,0,58,15.6,42,"30.6",172,NA,NA,NA,NA,NA,NA,NA,"JAH, JOV","N",NA
"2018-08-14_SBI_AP_04","2018-08-14_SBI_AP",2018-08-14,2018,8,14,"SBI","SBI","AP",33.487622,-119.028535,2018-08-15 01:45:00,2018,8,15,1,45,2018-08-15 01:50:00,"BLSP","2451-41918","N","N","N","3",59,0,59,15.5,43.1,"32.6",177,NA,NA,NA,NA,NA,NA,NA,"JAH, JOV","N",NA
"2018-08-15_SBI_ESP_01","2018-08-15_SBI_ESP",2018-08-15,2018,8,15,"SBI","SBI","ESP",33.482528,-119.041599,2018-08-15 23:42:00,2018,8,15,23,42,2018-08-15 23:49:00,"BLSP","2451-41919","N","N","N","3",53,0,53,14.6,40,"32.1",179,NA,NA,NA,NA,NA,NA,NA,"JAH, JOV","N",NA
"2018-08-15_SBI_ESP_02","2018-08-15_SBI_ESP",2018-08-15,2018,8,15,"SBI","SBI","ESP",33.482528,-119.041599,2018-08-16 01:55:00,2018,8,16,1,55,2018-08-16 02:02:00,"BLSP","2451-41920","N","N","N","3",54,0,54,15.3,41,"31.8",175,NA,NA,NA,NA,NA,NA,NA,"JAH, JOV","N",NA
"2009-04-23_SBI_ESP_06","2009-04-23_SBI_ESP",2009-04-23,2009,4,23,"SBI","SBI","ESP",33.482528,-119.041599,2009-04-23 21:51:00,2009,4,23,21,51,NA,"ASSP","2461-03501","N","N","N","1",65,26,39,12.5,NA,"26.1",141,NA,NA,NA,NA,NA,NA,NA,"ALH, HRC, BC","N",NA
"2009-04-23_SBI_ESP_07","2009-04-23_SBI_ESP",2009-04-23,2009,4,23,"SBI","SBI","ESP",33.482528,-119.041599,2009-04-23 21:58:00,2009,4,23,21,58,NA,"ASSP","2461-03502","N","N","N","0",61,26,35,13.5,NA,"23.2",140,NA,NA,NA,NA,NA,NA,NA,"ALH, HRC, BC","N",NA
"2009-04-23_SBI_ESP_08","2009-04-23_SBI_ESP",2009-04-23,2009,4,23,"SBI","SBI","ESP",33.482528,-119.041599,2009-04-23 22:35:00,2009,4,23,22,35,NA,"ASSP","2461-03503","N","N","N","2",60,26,34,13.7,NA,"25.1",146,NA,NA,NA,NA,NA,NA,NA,"ALH, HRC, BC","N",NA
"2009-04-23_SBI_ESP_09","2009-04-23_SBI_ESP",2009-04-23,2009,4,23,"SBI","SBI","ESP",33.482528,-119.041599,2009-04-23 23:57:00,2009,4,23,23,57,NA,"ASSP","2461-03504","N","N","N","0",63,26,37,14.4,NA,"23.5",141,NA,NA,NA,NA,NA,NA,NA,"ALH, HRC, BC","N",NA
"2016-06-01_SCI_SR_02","2016-06-01_SCI_SR",2016-06-01,2016,6,1,"SCI","SR","SR",34.047666,-119.547674,2016-06-01 21:32:00,2016,6,1,21,32,2016-06-01 21:40:00,"ASSP","2461-03701","N","N","N","1",36,0,36,13.8,37,"22.5",141,NA,NA,NA,NA,NA,NA,NA,"CAC, PTL","N",NA
"2016-06-01_SCI_SR_03","2016-06-01_SCI_SR",2016-06-01,2016,6,1,"SCI","SR","SR",34.047666,-119.547674,2016-06-01 21:13:00,2016,6,1,21,13,2016-06-01 21:21:00,"ASSP","2461-03702","N","N","N","3",34,0,34,14.5,37.8,"23.7",140,NA,NA,NA,NA,NA,NA,NA,"CAC, PTL","N",NA
"2016-06-01_SCI_SR_04","2016-06-01_SCI_SR",2016-06-01,2016,6,1,"SCI","SR","SR",34.047666,-119.547674,2016-06-01 21:43:00,2016,6,1,21,43,2016-06-01 21:50:00,"ASSP","2461-03703","N","N","N","3",37,0,37,15.1,37.15,"20.6",135,NA,NA,NA,NA,NA,NA,NA,"CAC, PTL","N",NA
"2016-06-01_SCI_SR_05","2016-06-01_SCI_SR",2016-06-01,2016,6,1,"SCI","SR","SR",34.047666,-119.547674,2016-06-01 22:17:00,2016,6,1,22,17,2016-06-01 22:26:00,"ASSP","2461-03704","N","N","N","3",33,0,33,14.4,37.4,"22.8",135,NA,NA,NA,NA,NA,NA,NA,"CAC, PTL","N",NA
"2016-06-01_SCI_SR_06","2016-06-01_SCI_SR",2016-06-01,2016,6,1,"SCI","SR","SR",34.047666,-119.547674,2016-06-01 22:38:00,2016,6,1,22,38,2016-06-01 22:45:00,"ASSP","2461-03705","N","N","N","3",38,0,38,15.5,35.2,"22.4",143,NA,NA,NA,NA,NA,NA,NA,"CAC, PTL","N",NA
"2016-06-01_SCI_SR_07","2016-06-01_SCI_SR",2016-06-01,2016,6,1,"SCI","SR","SR",34.047666,-119.547674,2016-06-01 23:12:00,2016,6,1,23,12,2016-06-01 23:26:00,"ASSP","2461-03706","N","N","N","3",37,0,37,14.2,36.9,"22.1",145,NA,NA,NA,NA,NA,NA,NA,"CAC, PTL","N",NA
"2016-06-01_SCI_SR_08","2016-06-01_SCI_SR",2016-06-01,2016,6,1,"SCI","SR","SR",34.047666,-119.547674,2016-06-01 23:28:00,2016,6,1,23,28,2016-06-01 23:37:00,"ASSP","2461-03707","N","N","N","3",36,0,36,13.6,35.4,"24.5",145,NA,NA,NA,NA,NA,NA,NA,"CAC, PTL","N",NA
"2016-06-01_SCI_SR_09","2016-06-01_SCI_SR",2016-06-01,2016,6,1,"SCI","SR","SR",34.047666,-119.547674,2016-06-02 00:08:00,2016,6,2,0,8,2016-06-02 00:14:00,"ASSP","2461-03708","N","N","N","3",40,0,40,14.8,38.5,"22.7",142,NA,NA,NA,NA,NA,NA,NA,"CAC, PTL","N",NA
"2016-06-01_SCI_SR_10","2016-06-01_SCI_SR",2016-06-01,2016,6,1,"SCI","SR","SR",34.047666,-119.547674,2016-06-02 00:27:00,2016,6,2,0,27,2016-06-02 00:43:00,"ASSP","2461-03709","N","N","N",NA,38,0,38,14.7,38.1,"24.9",142,NA,NA,NA,NA,NA,NA,NA,"CAC, PTL","N",NA
"2016-06-01_SCI_SR_11","2016-06-01_SCI_SR",2016-06-01,2016,6,1,"SCI","SR","SR",34.047666,-119.547674,2016-06-02 00:39:00,2016,6,2,0,39,2016-06-02 00:48:00,"ASSP","2461-03710","N","N","N","0",34,0,34,13.8,37.5,"22.1",135,NA,NA,NA,NA,NA,NA,NA,"CAC, PTL","N",NA
"2016-06-01_SCI_SR_12","2016-06-01_SCI_SR",2016-06-01,2016,6,1,"SCI","SR","SR",34.047666,-119.547674,2016-06-02 00:46:00,2016,6,2,0,46,2016-06-02 00:54:00,"ASSP","2461-03711","N","N","N","2",39,0,39,15.7,39,"23.8",149,NA,NA,NA,NA,NA,NA,NA,"CAC, PTL","N",NA
"2016-06-01_SCI_SR_13","2016-06-01_SCI_SR",2016-06-01,2016,6,1,"SCI","SR","SR",34.047666,-119.547674,2016-06-02 00:51:00,2016,6,2,0,51,2016-06-02 01:01:00,"ASSP","2461-03712","N","N","N","3",37,0,37,13.2,36.3,"24.8",140,NA,NA,NA,NA,NA,NA,NA,"CAC, PTL","N",NA
"2016-06-02_SCI_SR_02","2016-06-02_SCI_SR",2016-06-02,2016,6,2,"SCI","SR","SR",34.047666,-119.547674,2016-06-02 22:28:00,2016,6,2,22,28,2016-06-02 23:36:00,"ASSP","2461-03712","Y","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAC, DMM, PTL","N",NA
"2016-06-01_SCI_SR_14","2016-06-01_SCI_SR",2016-06-01,2016,6,1,"SCI","SR","SR",34.047666,-119.547674,2016-06-02 00:55:00,2016,6,2,0,55,2016-06-02 01:04:00,"ASSP","2461-03713","N","N","N","3",37,0,37,15.5,38.1,"23.3",147,NA,NA,NA,NA,NA,NA,NA,"CAC, PTL","N",NA
"2016-06-01_SCI_SR_15","2016-06-01_SCI_SR",2016-06-01,2016,6,1,"SCI","SR","SR",34.047666,-119.547674,2016-06-02 01:22:00,2016,6,2,1,22,2016-06-02 01:29:00,"ASSP","2461-03714","N","N","N","3",39,0,39,15.5,39.5,"23.4",146,NA,NA,NA,NA,NA,NA,NA,"CAC, PTL","N",NA
"2016-06-01_SCI_SR_16","2016-06-01_SCI_SR",2016-06-01,2016,6,1,"SCI","SR","SR",34.047666,-119.547674,2016-06-02 01:06:00,2016,6,2,1,6,2016-06-02 01:19:00,"ASSP","2461-03715","N","N","N","0",30,0,30,11.6,36,"23.7",144,NA,NA,NA,NA,NA,NA,NA,"CAC, PTL","N",NA
"2016-06-01_SCI_SR_17","2016-06-01_SCI_SR",2016-06-01,2016,6,1,"SCI","SR","SR",34.047666,-119.547674,2016-06-02 01:40:00,2016,6,2,1,40,2016-06-02 01:46:00,"ASSP","2461-03716","N","N","N","3",37,0,37,15.3,37.5,"23.9",142,NA,NA,NA,NA,NA,NA,NA,"CAC, PTL","N",NA
"2016-06-02_SCI_SR_03","2016-06-02_SCI_SR",2016-06-02,2016,6,2,"SCI","SR","SR",34.047666,-119.547674,2016-06-02 21:44:00,2016,6,2,21,44,2016-06-02 22:10:00,"ASSP","2461-03717","N","N","N","3",34,0,34,13.4,36,"25.2",145,NA,NA,NA,NA,NA,NA,NA,"CAC, DMM, PTL","N",NA
"2016-06-02_SCI_SR_04","2016-06-02_SCI_SR",2016-06-02,2016,6,2,"SCI","SR","SR",34.047666,-119.547674,2016-06-02 22:40:00,2016,6,2,22,40,2016-06-02 22:50:00,"ASSP","2461-03718","N","N","N","1",39,0,39,15.2,37.1,"23.3",142,NA,NA,NA,NA,NA,NA,NA,"CAC, DMM, PTL","N",NA
"2016-07-31_SCI_SR_01","2016-07-31_SCI_SR",2016-07-31,2016,7,31,"SCI","SR","SR",34.047666,-119.547674,2016-08-01 00:16:00,2016,8,1,0,16,2016-08-01 00:30:00,"ASSP","2461-03719","N","N","N","0",37,0,37,15.2,38.6,"24.1",142,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH, PTL","N",NA
"2016-07-31_SCI_SR_02","2016-07-31_SCI_SR",2016-07-31,2016,7,31,"SCI","SR","SR",34.047666,-119.547674,2016-08-01 00:29:00,2016,8,1,0,29,2016-08-01 00:38:00,"ASSP","2461-03720","N","N","N","0",34,0,34,15.1,37.6,"23.2",141,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH, PTL","N",NA
"2016-07-31_SCI_SR_03","2016-07-31_SCI_SR",2016-07-31,2016,7,31,"SCI","SR","SR",34.047666,-119.547674,2016-08-01 00:47:00,2016,8,1,0,47,2016-08-01 00:59:00,"ASSP","2461-03721","N","N","N","2",34,0,34,15.1,37.4,"23.4",143,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH, PTL","N",NA
"2016-07-31_SCI_SR_04","2016-07-31_SCI_SR",2016-07-31,2016,7,31,"SCI","SR","SR",34.047666,-119.547674,2016-08-01 00:54:00,2016,8,1,0,54,2016-08-01 01:01:00,"ASSP","2461-03722","N","N","N","0",35,0,35,14.5,38.4,"23.2",143,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH, PTL","N",NA
"2016-07-31_SCI_SR_05","2016-07-31_SCI_SR",2016-07-31,2016,7,31,"SCI","SR","SR",34.047666,-119.547674,2016-08-01 01:02:00,2016,8,1,1,2,2016-08-01 01:11:00,"ASSP","2461-03723","N","N","N","0",38,0,38,14.9,37.1,"22.4",148,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH, PTL","N",NA
"2016-07-31_SCI_SR_06","2016-07-31_SCI_SR",2016-07-31,2016,7,31,"SCI","SR","SR",34.047666,-119.547674,2016-08-01 01:17:00,2016,8,1,1,17,2016-08-01 01:24:00,"ASSP","2461-03724","N","N","N","0",33,0,33,14,38.2,"22.8",146,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH, PTL","N",NA
"2016-07-31_SCI_SR_07","2016-07-31_SCI_SR",2016-07-31,2016,7,31,"SCI","SR","SR",34.047666,-119.547674,2016-08-01 01:30:00,2016,8,1,1,30,2016-08-01 01:38:00,"ASSP","2461-03725","N","N","N","0",34,0,34,14.1,38.5,"22.6",140,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH, PTL","N",NA
"2016-07-31_SCI_SR_08","2016-07-31_SCI_SR",2016-07-31,2016,7,31,"SCI","SR","SR",34.047666,-119.547674,2016-08-01 01:41:00,2016,8,1,1,41,2016-08-01 01:47:00,"ASSP","2461-03726","N","N","N","0",30,0,30,15.1,38.2,"22",142,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH, PTL","N",NA
"2016-07-31_SCI_SR_09","2016-07-31_SCI_SR",2016-07-31,2016,7,31,"SCI","SR","SR",34.047666,-119.547674,2016-08-01 01:50:00,2016,8,1,1,50,2016-08-01 01:57:00,"ASSP","2461-03727","N","N","N","0",35,0,35,15,38.5,"23.2",139,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH, PTL","N",NA
"2016-07-31_SCI_SR_10","2016-07-31_SCI_SR",2016-07-31,2016,7,31,"SCI","SR","SR",34.047666,-119.547674,2016-08-01 01:59:00,2016,8,1,1,59,2016-08-01 02:05:00,"ASSP","2461-03728","N","N","N","0",36,0,36,14.4,39.6,"24",144,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH, PTL","N",NA
"2016-08-01_SCI_SR_01","2016-08-01_SCI_SR",2016-08-01,2016,8,1,"SCI","SR","SR",34.047666,-119.547674,2016-08-01 21:55:00,2016,8,1,21,55,2016-08-01 22:04:00,"ASSP","2461-03729","N","N","N","0",38,0,38,14.2,38.7,"25.2",150,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH","N",NA
"2016-08-01_SCI_SR_02","2016-08-01_SCI_SR",2016-08-01,2016,8,1,"SCI","SR","SR",34.047666,-119.547674,2016-08-01 21:58:00,2016,8,1,21,58,2016-08-01 22:14:00,"ASSP","2461-03730","N","N","N","0",36,0,36,14.8,38.1,"24",141,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH","N",NA
"2016-08-01_SCI_SR_03","2016-08-01_SCI_SR",2016-08-01,2016,8,1,"SCI","SR","SR",34.047666,-119.547674,2016-08-01 23:05:00,2016,8,1,23,5,2016-08-01 23:12:00,"ASSP","2461-03731","N","N","N","3",35,0,35,14.6,38.8,"24",140,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH","N",NA
"2016-08-01_SCI_SR_04","2016-08-01_SCI_SR",2016-08-01,2016,8,1,"SCI","SR","SR",34.047666,-119.547674,2016-08-01 23:22:00,2016,8,1,23,22,2016-08-01 23:27:00,"ASSP","2461-03732","N","N","N","0",37,0,37,13.9,37.6,"22.7",144,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH","N",NA
"2016-08-01_SCI_SR_05","2016-08-01_SCI_SR",2016-08-01,2016,8,1,"SCI","SR","SR",34.047666,-119.547674,2016-08-01 23:47:00,2016,8,1,23,47,2016-08-01 23:56:00,"ASSP","2461-03733","N","N","N","1",32,0,32,14.2,37.1,"25.1",138,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH","N",NA
"2016-08-01_SCI_SR_06","2016-08-01_SCI_SR",2016-08-01,2016,8,1,"SCI","SR","SR",34.047666,-119.547674,2016-08-02 00:11:00,2016,8,2,0,11,2016-08-02 00:19:00,"ASSP","2461-03734","N","N","N","0",35,0,35,14.1,37.1,"23.2",140,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH","N",NA
"2016-08-01_SCI_SR_07","2016-08-01_SCI_SR",2016-08-01,2016,8,1,"SCI","SR","SR",34.047666,-119.547674,2016-08-02 00:24:00,2016,8,2,0,24,2016-08-02 00:30:00,"ASSP","2461-03735","N","N","N","0",36,0,36,15.2,38.3,"22.8",142,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH","N",NA
"2016-08-01_SCI_SR_08","2016-08-01_SCI_SR",2016-08-01,2016,8,1,"SCI","SR","SR",34.047666,-119.547674,2016-08-02 01:05:00,2016,8,2,1,5,2016-08-02 01:15:00,"ASSP","2461-03736","N","N","N","0",37,0,37,15,37.8,"24.1",140,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH","N",NA
"2016-08-01_SCI_SR_09","2016-08-01_SCI_SR",2016-08-01,2016,8,1,"SCI","SR","SR",34.047666,-119.547674,2016-08-02 01:13:00,2016,8,2,1,13,2016-08-02 01:21:00,"ASSP","2461-03737","N","N","N","0",34,0,34,14.7,38.9,"24.5",143,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH","N",NA
"2016-08-01_SCI_SR_10","2016-08-01_SCI_SR",2016-08-01,2016,8,1,"SCI","SR","SR",34.047666,-119.547674,2016-08-02 01:29:00,2016,8,2,1,29,2016-08-02 01:37:00,"ASSP","2461-03738","N","N","N","0",32,0,32,14.8,37.1,"23.5",142,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH","N",NA
"2016-08-01_SCI_SR_11","2016-08-01_SCI_SR",2016-08-01,2016,8,1,"SCI","SR","SR",34.047666,-119.547674,2016-08-02 02:02:00,2016,8,2,2,2,2016-08-02 02:08:00,"ASSP","2461-03739","N","N","N","1",29,0,29,14.8,37.5,"21.5",138,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH","N",NA
"2018-08-08_SCI_SR_01","2018-08-08_SCI_SR",2018-08-08,2018,8,8,"SCI","SR","SR",34.047666,-119.547674,2018-08-09 00:19:00,2018,8,9,0,19,2018-08-09 00:28:00,"ASSP","2461-03751","N","N","N","2",33,0,33,14.7,38.2,"23.8",145,NA,NA,NA,NA,NA,NA,NA,"JOV, DMM","N",NA
"2018-08-08_SCI_SR_02","2018-08-08_SCI_SR",2018-08-08,2018,8,8,"SCI","SR","SR",34.047666,-119.547674,2018-08-08 23:49:00,2018,8,8,23,49,2018-08-08 23:54:00,"ASSP","2461-03752","N","N","N","3",35,0,35,14.8,37.3,"25.4",145,NA,NA,NA,NA,NA,NA,NA,"JOV, DMM","N",NA
"2018-08-08_SCI_SR_03","2018-08-08_SCI_SR",2018-08-08,2018,8,8,"SCI","SR","SR",34.047666,-119.547674,2018-08-08 22:59:00,2018,8,8,22,59,2018-08-08 23:08:00,"ASSP","2461-03753","N","N","N","4",34,0,34,14.5,35.9,"24",142,NA,NA,NA,NA,NA,NA,NA,"JOV, DMM","N",NA
