"catch_ID","session_ID","session_date","session_year","session_month","session_day","island_code","subisland_code","site_code","lat","long","capture_date","capture_year","capture_month","capture_day","capture_hour","capture_min","release_date","species","band_no","recapture","replaced","diet","BP","uncorr_mass","mass_tare","mass_corr","culmen","skull_length","tarsus","wing","tail","tail_fork","sex","how_sexed","age","how_aged","bander_id","measurers","flagged","notes"
"2016-07-08_SBI_AP_01","2016-07-08_SBI_AP",2016-07-08,2016,7,8,"SBI","SBI","AP",33.487622,-119.028535,2016-07-08 22:30:00,2016,7,8,22,30,2016-07-08 22:37:00,"BLSP","1001-21592","N","N","N","2",60,0,60,15.5,43.4,"33.3",183,NA,NA,NA,NA,NA,NA,NA,"JAH","N",NA
"2016-07-12_SBI_ESP_01","2016-07-12_SBI_ESP",2016-07-12,2016,7,12,"SBI","SBI","ESP",33.482528,-119.041599,2016-07-13 01:30:00,2016,7,13,1,30,2016-07-13 01:51:00,"BLSP","1001-21593","N","N","N","0",57,0,57,16.8,41.3,"32.2",177,NA,NA,NA,NA,NA,NA,NA,"AJD, JAH","N",NA
"2016-08-03_SBI_AP_01","2016-08-03_SBI_AP",2016-08-03,2016,8,3,"SBI","SBI","AP",33.487622,-119.028535,2016-08-03 22:45:00,2016,8,3,22,45,2016-08-03 22:53:00,"ASSP","1001-21594","N","N","N","0",38,0,38,12.4,36.6,"24.1",137,NA,NA,NA,NA,NA,NA,NA,"AAY, PTL","N",NA
"2017-05-26_SBI_ESP_01","2017-05-26_SBI_ESP",2017-05-26,2017,5,26,"SBI","SBI","ESP",33.482528,-119.041599,2017-05-26 21:59:00,2017,5,26,21,59,2017-05-26 22:07:00,"BLSP","1001-21595","N","N","N","3",63,0,63,15.1,43,"31.9",176,NA,NA,NA,NA,NA,NA,NA,"JAH, CAC","N",NA
"2017-06-22_SBI_AP_01","2017-06-22_SBI_AP",2017-06-22,2017,6,22,"SBI","SBI","AP",33.487622,-119.028535,2017-06-22 22:34:00,2017,6,22,22,34,2017-06-22 22:42:00,"BLSP","1001-21596","N","N","N","0",60,0,60,15.8,42.7,"33.8",180,NA,NA,NA,NA,NA,NA,NA,"JAH, SSK","N",NA
"1994-08-09_SBI_WCliffs_01","1994-08-09_SBI_WCliffs",1994-08-09,1994,8,9,"SBI","SBI","WCliffs",33.477633,-119.042881,1994-08-10 00:51:00,1994,8,10,0,51,NA,"ASSP","111-112701","N","N","N","4",NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,"JF","N",NA
"1994-08-09_SBI_WCliffs_02","1994-08-09_SBI_WCliffs",1994-08-09,1994,8,9,"SBI","SBI","WCliffs",33.477633,-119.042881,1994-08-10 01:15:00,1994,8,10,1,15,NA,"BLSP","111-112702","N","N","N","4",NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,"JF","N",NA
"1994-08-09_SBI_WCliffs_03","1994-08-09_SBI_WCliffs",1994-08-09,1994,8,9,"SBI","SBI","WCliffs",33.477633,-119.042881,1994-08-10 01:15:00,1994,8,10,1,15,NA,"ASSP","111-112703","N","N","N","2",NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,"JF","N",NA
"1994-08-09_SBI_WCliffs_04","1994-08-09_SBI_WCliffs",1994-08-09,1994,8,9,"SBI","SBI","WCliffs",33.477633,-119.042881,1994-08-10 01:29:00,1994,8,10,1,29,NA,"ASSP","111-112704","N","N","N","4",NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,"JF","N",NA
"1996-06-06_SBI_AP_01","1996-06-06_SBI_AP",1996-06-06,1996,6,6,"SBI","SBI","AP",33.487622,-119.028535,1996-06-06 23:57:00,1996,6,6,23,57,NA,"ASSP","111-112704","Y","N","N","B",NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,"JR","N",NA
"1994-08-09_SBI_WCliffs_05","1994-08-09_SBI_WCliffs",1994-08-09,1994,8,9,"SBI","SBI","WCliffs",33.477633,-119.042881,1994-08-10 01:51:00,1994,8,10,1,51,NA,NA,"111-112705","N","N","N","2",NA,NA,NA,NA,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,"JF","Y","ASSP or LESP. no white under wing, length 182"
"1994-08-09_SBI_WCliffs_06","1994-08-09_SBI_WCliffs",1994-08-09,1994,8,9,"SBI","SBI","WCliffs",33.477633,-119.042881,1994-08-10 01:57:00,1994,8,10,1,57,NA,"BLSP","111-112706","N","N","N","4",NA,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,"JF","N",NA
"1994-08-12_SBI_ESP_01","1994-08-12_SBI_ESP",1994-08-12,1994,8,12,"SBI","SBI","ESP",33.482528,-119.041599,1994-08-13 00:01:00,1994,8,13,0,1,NA,"ASSP","111-112707","N","N","N","4",NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,"JF","N",NA
"1994-08-12_SBI_ESP_02","1994-08-12_SBI_ESP",1994-08-12,1994,8,12,"SBI","SBI","ESP",33.482528,-119.041599,1994-08-13 00:13:00,1994,8,13,0,13,NA,"ASSP","111-112708","N","N","N","0",NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,"JF","N",NA
"1994-08-12_SBI_ESP_03","1994-08-12_SBI_ESP",1994-08-12,1994,8,12,"SBI","SBI","ESP",33.482528,-119.041599,1994-08-13 00:17:00,1994,8,13,0,17,NA,"BLSP","111-112709","N","N","N","0",NA,NA,NA,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,"JF","N",NA
"1994-08-12_SBI_ESP_04","1994-08-12_SBI_ESP",1994-08-12,1994,8,12,"SBI","SBI","ESP",33.482528,-119.041599,1994-08-13 01:02:00,1994,8,13,1,2,NA,"BLSP","111-112710","N","N","N","0",NA,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,"JF","N",NA
"1994-08-12_SBI_ESP_05","1994-08-12_SBI_ESP",1994-08-12,1994,8,12,"SBI","SBI","ESP",33.482528,-119.041599,1994-08-13 01:41:00,1994,8,13,1,41,NA,"ASSP","111-112711","N","N","N","4",NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,"JF","N",NA
"1994-08-12_SBI_ESP_06","1994-08-12_SBI_ESP",1994-08-12,1994,8,12,"SBI","SBI","ESP",33.482528,-119.041599,1994-08-13 01:54:00,1994,8,13,1,54,NA,"ASSP","111-112713","N","N","N","4",NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,"JF","N",NA
"1994-08-14_SBI_WCliffs_01","1994-08-14_SBI_WCliffs",1994-08-14,1994,8,14,"SBI","SBI","WCliffs",33.477633,-119.042881,1994-08-15 00:47:00,1994,8,15,0,47,NA,"ASSP","111-112714","N","N","N","4",NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,"JF","N",NA
"1994-08-14_SBI_WCliffs_02","1994-08-14_SBI_WCliffs",1994-08-14,1994,8,14,"SBI","SBI","WCliffs",33.477633,-119.042881,1994-08-15 00:55:00,1994,8,15,0,55,NA,"ASSP","111-112715","N","N","N","0",NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,"JF","N",NA
"1994-08-14_SBI_WCliffs_03","1994-08-14_SBI_WCliffs",1994-08-14,1994,8,14,"SBI","SBI","WCliffs",33.477633,-119.042881,1994-08-15 01:12:00,1994,8,15,1,12,NA,"ASSP","111-112716","N","N","N","4",NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,"JF","N",NA
"1994-08-14_SBI_WCliffs_04","1994-08-14_SBI_WCliffs",1994-08-14,1994,8,14,"SBI","SBI","WCliffs",33.477633,-119.042881,1994-08-15 01:21:00,1994,8,15,1,21,NA,"ASSP","111-112717","N","N","N","4",NA,NA,NA,NA,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,"JF","N",NA
"1994-08-14_SBI_WCliffs_05","1994-08-14_SBI_WCliffs",1994-08-14,1994,8,14,"SBI","SBI","WCliffs",33.477633,-119.042881,1994-08-15 01:30:00,1994,8,15,1,30,NA,"ASSP","111-112718","N","N","N","4",NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,"JF","N",NA
"1994-08-14_SBI_WCliffs_06","1994-08-14_SBI_WCliffs",1994-08-14,1994,8,14,"SBI","SBI","WCliffs",33.477633,-119.042881,1994-08-15 03:07:00,1994,8,15,3,7,NA,"ASSP","111-112719","N","N","N","4",NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,"JF","N",NA
"1995-04-25_SBI_WP_01","1995-04-25_SBI_WP",1995-04-25,1995,4,25,"SBI","SBI","WP",33.481075,-119.046301,1995-04-25 22:12:00,1995,4,25,22,12,NA,"ASSP","111-112720","N","N","N","0",NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,"MS","N",NA
"1995-04-25_SBI_WP_02","1995-04-25_SBI_WP",1995-04-25,1995,4,25,"SBI","SBI","WP",33.481075,-119.046301,1995-04-25 22:35:00,1995,4,25,22,35,NA,"ASSP","111-112721","N","N","N","0",NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,"MS","N",NA
"1995-04-25_SBI_WP_03","1995-04-25_SBI_WP",1995-04-25,1995,4,25,"SBI","SBI","WP",33.481075,-119.046301,1995-04-25 22:48:00,1995,4,25,22,48,NA,"ASSP","111-112722","N","N","N","0",NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,"MS","N",NA
"1995-04-26_SBI_ESP_01","1995-04-26_SBI_ESP",1995-04-26,1995,4,26,"SBI","SBI","ESP",33.482528,-119.041599,1995-04-26 21:12:00,1995,4,26,21,12,NA,"ASSP","111-112723","N","N","N","0",NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,"MS","N",NA
"1995-04-26_SBI_ESP_02","1995-04-26_SBI_ESP",1995-04-26,1995,4,26,"SBI","SBI","ESP",33.482528,-119.041599,1995-04-26 21:24:00,1995,4,26,21,24,NA,"ASSP","111-112724","N","N","N","0",NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,"MS","N",NA
"1995-04-26_SBI_ESP_03","1995-04-26_SBI_ESP",1995-04-26,1995,4,26,"SBI","SBI","ESP",33.482528,-119.041599,1995-04-26 21:30:00,1995,4,26,21,30,NA,"BLSP","111-112725","N","N","N","0",NA,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,"MS","N",NA
"1995-04-26_SBI_ESP_04","1995-04-26_SBI_ESP",1995-04-26,1995,4,26,"SBI","SBI","ESP",33.482528,-119.041599,1995-04-26 21:35:00,1995,4,26,21,35,NA,"ASSP","111-112726","N","N","N","0",NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,"MS","N",NA
"1995-04-26_SBI_ESP_05","1995-04-26_SBI_ESP",1995-04-26,1995,4,26,"SBI","SBI","ESP",33.482528,-119.041599,1995-04-26 21:46:00,1995,4,26,21,46,NA,"BLSP","111-112727","N","N","N","0",NA,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,"MS","N",NA
"1995-04-26_SBI_ESP_06","1995-04-26_SBI_ESP",1995-04-26,1995,4,26,"SBI","SBI","ESP",33.482528,-119.041599,1995-04-26 21:51:00,1995,4,26,21,51,NA,"ASSP","111-112728","N","N","N","0",NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,"MS","N",NA
"1995-04-26_SBI_ESP_07","1995-04-26_SBI_ESP",1995-04-26,1995,4,26,"SBI","SBI","ESP",33.482528,-119.041599,1995-04-26 22:02:00,1995,4,26,22,2,NA,"ASSP","111-112729","N","N","N","0",NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,"MS","N",NA
"2017-05-26_SBI_ESP_02","2017-05-26_SBI_ESP",2017-05-26,2017,5,26,"SBI","SBI","ESP",33.482528,-119.041599,2017-05-27 01:27:00,2017,5,27,1,27,2017-05-27 01:32:00,"ASSP","111-112729","Y","N","N","3",NA,NA,NA,14.2,37.8,"21.1",146,NA,NA,NA,NA,NA,NA,NA,"JAH, CAC","Y","22 yo recapture! First banded 1995 at ESP."
"1995-04-26_SBI_ESP_08","1995-04-26_SBI_ESP",1995-04-26,1995,4,26,"SBI","SBI","ESP",33.482528,-119.041599,1995-04-26 22:05:00,1995,4,26,22,5,NA,"ASSP","111-112730","N","N","N","0",NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,"MS","N",NA
"1995-04-26_SBI_ESP_09","1995-04-26_SBI_ESP",1995-04-26,1995,4,26,"SBI","SBI","ESP",33.482528,-119.041599,1995-04-26 22:15:00,1995,4,26,22,15,NA,"ASSP","111-112731","N","N","N","0",NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,"MS","N",NA
"1995-04-26_SBI_ESP_10","1995-04-26_SBI_ESP",1995-04-26,1995,4,26,"SBI","SBI","ESP",33.482528,-119.041599,1995-04-26 22:35:00,1995,4,26,22,35,NA,"ASSP","111-112732","N","N","N","0",NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,"MS","N",NA
"1995-04-26_SBI_ESP_11","1995-04-26_SBI_ESP",1995-04-26,1995,4,26,"SBI","SBI","ESP",33.482528,-119.041599,1995-04-26 22:21:00,1995,4,26,22,21,NA,"BLSP","111-112734","N","N","N","0",NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,"MS","N",NA
"1995-04-26_SBI_ESP_12","1995-04-26_SBI_ESP",1995-04-26,1995,4,26,"SBI","SBI","ESP",33.482528,-119.041599,1995-04-26 22:30:00,1995,4,26,22,30,NA,"ASSP","111-112735","N","N","N","0",NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,"MS","N",NA
"1995-06-03_SBI_ESP_01","1995-06-03_SBI_ESP",1995-06-03,1995,6,3,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-03 23:20:00,1995,6,3,23,20,NA,"ASSP","111-112736","N","N","N","0",NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-04-26_SBI_ESP_13","1995-04-26_SBI_ESP",1995-04-26,1995,4,26,"SBI","SBI","ESP",33.482528,-119.041599,1995-04-26 22:46:00,1995,4,26,22,46,NA,"ASSP","111-112737","N","N","N","0",NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,"MS","N",NA
"1995-04-26_SBI_ESP_14","1995-04-26_SBI_ESP",1995-04-26,1995,4,26,"SBI","SBI","ESP",33.482528,-119.041599,1995-04-26 22:51:00,1995,4,26,22,51,NA,"ASSP","111-112738","N","N","N","0",NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,"MS","N",NA
"1995-06-03_SBI_ESP_02","1995-06-03_SBI_ESP",1995-06-03,1995,6,3,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-03 23:31:00,1995,6,3,23,31,NA,"ASSP","111-112739","N","N","N","0",NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-03_SBI_ESP_03","1995-06-03_SBI_ESP",1995-06-03,1995,6,3,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-03 23:50:00,1995,6,3,23,50,NA,"ASSP","111-112740","N","N","N","0",NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-03_SBI_ESP_04","1995-06-03_SBI_ESP",1995-06-03,1995,6,3,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-03 23:53:00,1995,6,3,23,53,NA,"ASSP","111-112741","N","N","N","0",NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-03_SBI_ESP_05","1995-06-03_SBI_ESP",1995-06-03,1995,6,3,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-03 23:55:00,1995,6,3,23,55,NA,"ASSP","111-112742","N","N","N","0",NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-03_SBI_ESP_06","1995-06-03_SBI_ESP",1995-06-03,1995,6,3,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-03 23:55:00,1995,6,3,23,55,NA,"ASSP","111-112743","N","N","N","0",NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-03_SBI_ESP_07","1995-06-03_SBI_ESP",1995-06-03,1995,6,3,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-04 00:05:00,1995,6,4,0,5,NA,"ASSP","111-112744","N","N","N","0",NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-03_SBI_ESP_08","1995-06-03_SBI_ESP",1995-06-03,1995,6,3,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-04 00:12:00,1995,6,4,0,12,NA,"ASSP","111-112745","N","N","N","2",NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-03_SBI_ESP_09","1995-06-03_SBI_ESP",1995-06-03,1995,6,3,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-04 00:35:00,1995,6,4,0,35,NA,"ASSP","111-112746","N","N","N","2",NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-03_SBI_ESP_10","1995-06-03_SBI_ESP",1995-06-03,1995,6,3,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-04 00:56:00,1995,6,4,0,56,NA,"ASSP","111-112747","N","N","N","0",NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-03_SBI_ESP_11","1995-06-03_SBI_ESP",1995-06-03,1995,6,3,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-04 01:20:00,1995,6,4,1,20,NA,"ASSP","111-112748","N","N","N","2",NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-03_SBI_ESP_12","1995-06-03_SBI_ESP",1995-06-03,1995,6,3,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-04 01:55:00,1995,6,4,1,55,NA,"ASSP","111-112749","N","N","N","2",NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_01","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-22 22:52:00,1995,6,22,22,52,NA,"ASSP","111-112750","N","N","N","0",NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_02","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-22 22:50:00,1995,6,22,22,50,NA,"ASSP","111-112751","N","N","N","1",NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_03","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-22 22:51:00,1995,6,22,22,51,NA,"ASSP","111-112752","N","N","N","2",NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_04","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-22 23:02:00,1995,6,22,23,2,NA,"ASSP","111-112753","N","N","N","1",NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_05","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-22 23:07:00,1995,6,22,23,7,NA,"LHSP","111-112754","N","N","N","2",NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_06","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-22 23:11:00,1995,6,22,23,11,NA,"ASSP","111-112755","N","N","N","2",NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-26_SBI_ESP_01","1995-06-26_SBI_ESP",1995-06-26,1995,6,26,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-26 23:45:00,1995,6,26,23,45,NA,"ASSP","111-112755","Y","N","N","3",NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_07","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-22 23:17:00,1995,6,22,23,17,NA,"ASSP","111-112756","N","N","N","0",NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_08","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-22 23:18:00,1995,6,22,23,18,NA,"ASSP","111-112757","N","N","N","1",NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_09","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-22 23:34:00,1995,6,22,23,34,NA,"ASSP","111-112758","N","N","N","0",NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_10","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-22 23:34:00,1995,6,22,23,34,NA,"BLSP","111-112759","N","N","N","0",NA,NA,NA,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_11","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-22 23:45:00,1995,6,22,23,45,NA,"BLSP","111-112760","N","N","N","3",NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_12","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-22 23:51:00,1995,6,22,23,51,NA,"ASSP","111-112761","N","N","N","0",NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_13","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-22 23:53:00,1995,6,22,23,53,NA,"ASSP","111-112762","N","N","N","0",NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_14","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-23 00:01:00,1995,6,23,0,1,NA,"ASSP","111-112763","N","N","N","0",NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_15","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-23 00:08:00,1995,6,23,0,8,NA,"ASSP","111-112764","N","N","N","1",NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_16","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-23 00:03:00,1995,6,23,0,3,NA,"ASSP","111-112765","N","N","N","2",NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_17","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-23 00:19:00,1995,6,23,0,19,NA,"ASSP","111-112766","N","N","N","1",NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_18","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-23 00:27:00,1995,6,23,0,27,NA,"ASSP","111-112767","N","N","N","1",NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_19","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-23 00:33:00,1995,6,23,0,33,NA,"ASSP","111-112768","N","N","N","0",NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_20","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-23 00:42:00,1995,6,23,0,42,NA,"ASSP","111-112769","N","N","N","3",NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_21","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-23 00:56:00,1995,6,23,0,56,NA,"ASSP","111-112770","N","N","N","2",NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-22_SBI_ESP_22","1995-06-22_SBI_ESP",1995-06-22,1995,6,22,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-23 01:25:00,1995,6,23,1,25,NA,"ASSP","111-112771","N","N","N","0",NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-24_SBI_ESP_01","1995-06-24_SBI_ESP",1995-06-24,1995,6,24,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-24 22:58:00,1995,6,24,22,58,NA,"ASSP","111-112772","N","N","N","3",NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-24_SBI_ESP_02","1995-06-24_SBI_ESP",1995-06-24,1995,6,24,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-24 23:03:00,1995,6,24,23,3,NA,"ASSP","111-112773","N","N","N","0",NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-24_SBI_ESP_03","1995-06-24_SBI_ESP",1995-06-24,1995,6,24,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-24 22:58:00,1995,6,24,22,58,NA,"ASSP","111-112774","N","N","N","0",NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"1995-06-24_SBI_ESP_04","1995-06-24_SBI_ESP",1995-06-24,1995,6,24,"SBI","SBI","ESP",33.482528,-119.041599,1995-06-24 23:00:00,1995,6,24,23,0,NA,"ASSP","111-112775","N","N","N","0",NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
